type,mean_importance,sd_importance,mean_pct,sd_pct
Climate,0.4093078749558341,0.013369298083350146,40.93078749558341,1.3369298083350145
Land Cover,0.018251272205775194,0.0015162289052388991,1.8251272205775195,0.1516228905238899
Soil,0.25592153802378453,0.009362200368140536,25.592153802378455,0.9362200368140536
Topography,0.3165193148146062,0.016182476234771166,31.651931481460622,1.6182476234771166
