species,climate,topography,soil,land_cover,climate_minus_topography,climate_to_topography_ratio,invasion_type
Procambarus clarkii,61.79500108763525,15.476906782764074,21.660607549078158,1.067484580522533,46.318094304871174,3.9927229617001716,intercontinental
Faxonius limosus,75.76301454318475,14.18295927167453,9.064857770104155,0.9891684150365735,61.58005527151022,5.341834034205732,intercontinental
Pacifastacus leniusculus,56.000029529698146,13.560707422534616,19.781389571022544,10.65787347674468,42.439322107163534,4.129580248640985,intercontinental
Faxonius virilis,38.97628822490786,32.88411350497762,26.113827385305605,2.0257708848089093,6.092174719930242,1.1852619417278218,within_continent
Faxonius rusticus,43.79305616766727,33.55086943607219,21.795980265702035,0.8600941305585067,10.242186731595076,1.305273362620618,within_continent
