variable,importance,cumulative,rank
l_SOL44,0.0,1.0,249
l_SOL45,0.0,1.0,250
l_SOL46,0.0,1.0,251
l_SOL47,0.0,1.0,252
l_SOL48,0.0,1.0,253
l_SOL5,0.0,1.0,254
l_SOL53,0.0,1.0,255
l_SOL54,0.0,1.0,256
l_SOL55,0.0,1.0,257
l_SOL56,0.0,1.0,258
l_SOL58,0.0,1.0,259
l_SOL59,0.0,1.0,260
l_SOL6,0.0,1.0,261
l_SOL7,0.0,1.0,262
l_SOL8,0.0,1.0,263
l_SOL9,0.0,1.0,264
l_TOP1,0.0,1.0,265
l_TOP10,0.0,1.0,266
l_TOP101,0.0,1.0,267
l_TOP102,0.0,1.0,268
l_TOP103,0.0,1.0,269
l_TOP104,0.0,1.0,270
u_TOP95,0.0,1.0,271
