type,mean_pct,sd_pct
Climate,54.935240126856854,2.2359958852017483
Topography,17.48054578977648,1.6702892707567671
Soil,26.662916620629076,2.356098265266728
Land Cover,0.9212974627376137,0.15449969442846143
