WoCID,lat_or,long_or,species,pathway_as_classified,continent
WH4880,47.183,3.806,Pacifastacus leniusculus,intercontinental,Europe
WH4881,47.187,4.029,Pacifastacus leniusculus,intercontinental,Europe
WH4882,47.188,3.809,Pacifastacus leniusculus,intercontinental,Europe
WH4883,47.189,3.072,Pacifastacus leniusculus,intercontinental,Europe
WH4884,47.193,3.98,Pacifastacus leniusculus,intercontinental,Europe
WH4885,47.196,3.969,Pacifastacus leniusculus,intercontinental,Europe
WH4886,47.2,4.022,Pacifastacus leniusculus,intercontinental,Europe
WH4887,47.202,3.711,Pacifastacus leniusculus,intercontinental,Europe
WH4888,47.202,3.712,Pacifastacus leniusculus,intercontinental,Europe
WH4889,47.203,3.07,Pacifastacus leniusculus,intercontinental,Europe
WH4890,47.208,4.041,Pacifastacus leniusculus,intercontinental,Europe
WH4892,47.216,3.937,Pacifastacus leniusculus,intercontinental,Europe
WH4893,47.219,6.685,Pacifastacus leniusculus,intercontinental,Europe
WH4894,47.22,3.878,Pacifastacus leniusculus,intercontinental,Europe
WH4895,47.22,4.038,Pacifastacus leniusculus,intercontinental,Europe
WH4896,47.222,4.242,Pacifastacus leniusculus,intercontinental,Europe
WH4897,47.227,3.672,Pacifastacus leniusculus,intercontinental,Europe
WH4898,47.227,4.117,Pacifastacus leniusculus,intercontinental,Europe
WH4899,47.228,3.68,Pacifastacus leniusculus,intercontinental,Europe
WH4900,47.229,3.935,Pacifastacus leniusculus,intercontinental,Europe
WH4901,47.23,3.791,Pacifastacus leniusculus,intercontinental,Europe
WH4902,47.234,4.022,Pacifastacus leniusculus,intercontinental,Europe
WH4903,47.234,4.17,Pacifastacus leniusculus,intercontinental,Europe
WH4904,47.236,3.25,Pacifastacus leniusculus,intercontinental,Europe
WH4905,47.237,4.051,Pacifastacus leniusculus,intercontinental,Europe
WH4906,47.239,3.814,Pacifastacus leniusculus,intercontinental,Europe
WH4907,47.239,3.882,Pacifastacus leniusculus,intercontinental,Europe
WH4908,47.24,3.808,Pacifastacus leniusculus,intercontinental,Europe
WH4909,47.241,4.008,Pacifastacus leniusculus,intercontinental,Europe
WH4910,47.246,4.061,Pacifastacus leniusculus,intercontinental,Europe
WH4911,47.248,3.823,Pacifastacus leniusculus,intercontinental,Europe
WH4912,47.252,3.836,Pacifastacus leniusculus,intercontinental,Europe
WH4913,47.252,3.947,Pacifastacus leniusculus,intercontinental,Europe
WH4914,47.264,3.831,Pacifastacus leniusculus,intercontinental,Europe
WH4915,47.266,6.742,Pacifastacus leniusculus,intercontinental,Europe
WH4916,47.268,3.899,Pacifastacus leniusculus,intercontinental,Europe
WH4917,47.268,4.154,Pacifastacus leniusculus,intercontinental,Europe
WH4918,47.273,3.982,Pacifastacus leniusculus,intercontinental,Europe
WH4919,47.273,4.138,Pacifastacus leniusculus,intercontinental,Europe
WH4920,47.277,3.984,Pacifastacus leniusculus,intercontinental,Europe
WH4921,47.278,3.82,Pacifastacus leniusculus,intercontinental,Europe
WH4922,47.279,3.994,Pacifastacus leniusculus,intercontinental,Europe
WH4923,47.282,3.979,Pacifastacus leniusculus,intercontinental,Europe
WH4924,47.282,3.986,Pacifastacus leniusculus,intercontinental,Europe
WH4926,47.282,4.13,Pacifastacus leniusculus,intercontinental,Europe
WH4927,47.287,3.987,Pacifastacus leniusculus,intercontinental,Europe
WH4928,47.294,4.033,Pacifastacus leniusculus,intercontinental,Europe
WH4929,47.3,2.548,Pacifastacus leniusculus,intercontinental,Europe
WH4930,47.302,3.984,Pacifastacus leniusculus,intercontinental,Europe
WH4931,47.306,4.01,Pacifastacus leniusculus,intercontinental,Europe
WH4932,47.319,3.893,Pacifastacus leniusculus,intercontinental,Europe
WH4933,47.319,3.936,Pacifastacus leniusculus,intercontinental,Europe
WH4934,47.322,3.896,Pacifastacus leniusculus,intercontinental,Europe
WH4935,47.327,3.899,Pacifastacus leniusculus,intercontinental,Europe
WH4936,47.332,3.992,Pacifastacus leniusculus,intercontinental,Europe
WH4937,47.334,3.486,Pacifastacus leniusculus,intercontinental,Europe
WH4938,47.334,3.808,Pacifastacus leniusculus,intercontinental,Europe
WH4939,47.334,4.044,Pacifastacus leniusculus,intercontinental,Europe
WH4940,47.34,4.03,Pacifastacus leniusculus,intercontinental,Europe
WH4941,47.346,3.804,Pacifastacus leniusculus,intercontinental,Europe
WH4942,47.348,4.042,Pacifastacus leniusculus,intercontinental,Europe
WH4943,47.348,5.35,Pacifastacus leniusculus,intercontinental,Europe
WH4944,47.353,4.103,Pacifastacus leniusculus,intercontinental,Europe
WH4945,47.354,3.96,Pacifastacus leniusculus,intercontinental,Europe
WH4946,47.356,3.816,Pacifastacus leniusculus,intercontinental,Europe
WH4947,47.357,4.036,Pacifastacus leniusculus,intercontinental,Europe
WH4948,47.36,3.826,Pacifastacus leniusculus,intercontinental,Europe
WH4949,47.36,4.031,Pacifastacus leniusculus,intercontinental,Europe
WH4950,47.361,3.824,Pacifastacus leniusculus,intercontinental,Europe
WH4951,47.361,3.829,Pacifastacus leniusculus,intercontinental,Europe
WH4952,47.366,3.82,Pacifastacus leniusculus,intercontinental,Europe
WH4953,47.367,3.98,Pacifastacus leniusculus,intercontinental,Europe
WH4954,47.368,4.026,Pacifastacus leniusculus,intercontinental,Europe
WH4955,47.369,4.139,Pacifastacus leniusculus,intercontinental,Europe
WH4956,47.37,4.025,Pacifastacus leniusculus,intercontinental,Europe
WH4957,47.378,4.021,Pacifastacus leniusculus,intercontinental,Europe
WH4958,47.38,3.902,Pacifastacus leniusculus,intercontinental,Europe
WH4959,47.381,3.964,Pacifastacus leniusculus,intercontinental,Europe
WH4961,47.384,6.767,Pacifastacus leniusculus,intercontinental,Europe
WH4962,47.387,3.824,Pacifastacus leniusculus,intercontinental,Europe
WH4963,47.39,3.827,Pacifastacus leniusculus,intercontinental,Europe
WH4964,47.392,4.146,Pacifastacus leniusculus,intercontinental,Europe
WH4965,47.399,3.401,Pacifastacus leniusculus,intercontinental,Europe
WH4966,47.4,3.495,Pacifastacus leniusculus,intercontinental,Europe
WH4967,47.405,4.179,Pacifastacus leniusculus,intercontinental,Europe
WH4968,47.408,3.64,Pacifastacus leniusculus,intercontinental,Europe
WH4969,47.409,3.803,Pacifastacus leniusculus,intercontinental,Europe
WH4970,47.422,3.373,Pacifastacus leniusculus,intercontinental,Europe
WH4971,47.423,3.369,Pacifastacus leniusculus,intercontinental,Europe
WH4972,47.424,5.765,Pacifastacus leniusculus,intercontinental,Europe
WH4973,47.43,3.494,Pacifastacus leniusculus,intercontinental,Europe
WH4974,47.44,0.626,Pacifastacus leniusculus,intercontinental,Europe
WH4975,47.44,4.345,Pacifastacus leniusculus,intercontinental,Europe
WH4976,47.455,4.226,Pacifastacus leniusculus,intercontinental,Europe
WH4977,47.456,3.514,Pacifastacus leniusculus,intercontinental,Europe
WH4978,47.46,3.89,Pacifastacus leniusculus,intercontinental,Europe
WH4979,47.474,3.403,Pacifastacus leniusculus,intercontinental,Europe
WH4980,47.475,3.923,Pacifastacus leniusculus,intercontinental,Europe
WH4981,47.476,3.918,Pacifastacus leniusculus,intercontinental,Europe
WH4982,47.478,4.752,Pacifastacus leniusculus,intercontinental,Europe
WH4983,47.479,3.654,Pacifastacus leniusculus,intercontinental,Europe
WH4984,47.485,3.883,Pacifastacus leniusculus,intercontinental,Europe
WH4985,47.486,3.874,Pacifastacus leniusculus,intercontinental,Europe
WH4986,47.487,3.871,Pacifastacus leniusculus,intercontinental,Europe
WH4987,47.493,5.395,Pacifastacus leniusculus,intercontinental,Europe
WH4988,47.504,4.263,Pacifastacus leniusculus,intercontinental,Europe
WH4989,47.505,3.055,Pacifastacus leniusculus,intercontinental,Europe
WH4990,47.543,3.682,Pacifastacus leniusculus,intercontinental,Europe
WH4991,47.566,0.355,Pacifastacus leniusculus,intercontinental,Europe
WH4992,47.574,0.316,Pacifastacus leniusculus,intercontinental,Europe
WH4993,47.577,2.949,Pacifastacus leniusculus,intercontinental,Europe
WH4994,47.582,4.411,Pacifastacus leniusculus,intercontinental,Europe
WH4996,47.588,5.179,Pacifastacus leniusculus,intercontinental,Europe
WH4997,47.591,4.275,Pacifastacus leniusculus,intercontinental,Europe
WH4998,47.598,3.989,Pacifastacus leniusculus,intercontinental,Europe
WH4999,47.615,4.256,Pacifastacus leniusculus,intercontinental,Europe
WH5000,47.624,5.582,Pacifastacus leniusculus,intercontinental,Europe
WH5001,47.645,4.402,Pacifastacus leniusculus,intercontinental,Europe
WH5002,47.645,6.963,Pacifastacus leniusculus,intercontinental,Europe
WH5003,47.684,0.606,Pacifastacus leniusculus,intercontinental,Europe
WH5004,47.697,2.333,Pacifastacus leniusculus,intercontinental,Europe
WH5005,47.7,6.934,Pacifastacus leniusculus,intercontinental,Europe
WH5006,47.735,5.329,Pacifastacus leniusculus,intercontinental,Europe
WH5007,47.737,5.554,Pacifastacus leniusculus,intercontinental,Europe
WH5008,47.746,5.508,Pacifastacus leniusculus,intercontinental,Europe
WH5009,47.747,5.658,Pacifastacus leniusculus,intercontinental,Europe
WH5010,47.75,5.64,Pacifastacus leniusculus,intercontinental,Europe
WH5011,47.753,5.499,Pacifastacus leniusculus,intercontinental,Europe
WH5012,47.756,5.573,Pacifastacus leniusculus,intercontinental,Europe
WH5013,47.758,7.057,Pacifastacus leniusculus,intercontinental,Europe
WH5014,47.759,4.978,Pacifastacus leniusculus,intercontinental,Europe
WH5016,47.761,4.979,Pacifastacus leniusculus,intercontinental,Europe
WH5017,47.765,5.497,Pacifastacus leniusculus,intercontinental,Europe
WH5018,47.766,4.963,Pacifastacus leniusculus,intercontinental,Europe
WH5019,47.766,5.444,Pacifastacus leniusculus,intercontinental,Europe
WH5020,47.768,4.977,Pacifastacus leniusculus,intercontinental,Europe
WH5021,47.768,5.431,Pacifastacus leniusculus,intercontinental,Europe
WH5022,47.769,7.041,Pacifastacus leniusculus,intercontinental,Europe
WH5023,47.77,7.042,Pacifastacus leniusculus,intercontinental,Europe
WH5024,47.772,5.57,Pacifastacus leniusculus,intercontinental,Europe
WH5025,47.777,5.564,Pacifastacus leniusculus,intercontinental,Europe
WH5026,47.782,5.509,Pacifastacus leniusculus,intercontinental,Europe
WH5027,47.785,0.249,Pacifastacus leniusculus,intercontinental,Europe
WH5028,47.794,5.561,Pacifastacus leniusculus,intercontinental,Europe
WH5029,47.813,4.797,Pacifastacus leniusculus,intercontinental,Europe
WH5030,47.826,5.553,Pacifastacus leniusculus,intercontinental,Europe
WH5031,47.829,5.255,Pacifastacus leniusculus,intercontinental,Europe
WH5032,47.853,0.521,Pacifastacus leniusculus,intercontinental,Europe
WH5033,47.86,6.554,Pacifastacus leniusculus,intercontinental,Europe
WH5034,47.871,4.974,Pacifastacus leniusculus,intercontinental,Europe
WH5035,47.881,5.862,Pacifastacus leniusculus,intercontinental,Europe
WH5036,47.89,4.396,Pacifastacus leniusculus,intercontinental,Europe
WH5037,47.916,2.102,Pacifastacus leniusculus,intercontinental,Europe
WH5038,47.925,3.363,Pacifastacus leniusculus,intercontinental,Europe
WH5039,47.928,4.528,Pacifastacus leniusculus,intercontinental,Europe
WH5040,47.932,4.519,Pacifastacus leniusculus,intercontinental,Europe
WH5041,47.939,0.73,Pacifastacus leniusculus,intercontinental,Europe
WH5042,47.985,0.419,Pacifastacus leniusculus,intercontinental,Europe
WH5043,47.985,1.302,Pacifastacus leniusculus,intercontinental,Europe
WH5044,47.985,6.36,Pacifastacus leniusculus,intercontinental,Europe
WH5045,47.992,2.491,Pacifastacus leniusculus,intercontinental,Europe
WH5046,48.026,6.585,Pacifastacus leniusculus,intercontinental,Europe
WH5047,48.052,4.509,Pacifastacus leniusculus,intercontinental,Europe
WH5048,48.054,2.982,Pacifastacus leniusculus,intercontinental,Europe
WH5049,48.057,6.585,Pacifastacus leniusculus,intercontinental,Europe
WH5050,48.08,5.612,Pacifastacus leniusculus,intercontinental,Europe
WH5051,48.084,2.312,Pacifastacus leniusculus,intercontinental,Europe
WH5052,48.085,6.168,Pacifastacus leniusculus,intercontinental,Europe
WH5053,48.091,6.101,Pacifastacus leniusculus,intercontinental,Europe
WH5054,48.091,6.536,Pacifastacus leniusculus,intercontinental,Europe
WH5055,48.104,-0.714,Pacifastacus leniusculus,intercontinental,Europe
WH5056,48.106,6.537,Pacifastacus leniusculus,intercontinental,Europe
WH5057,48.107,5.554,Pacifastacus leniusculus,intercontinental,Europe
WH5058,48.118,7.042,Pacifastacus leniusculus,intercontinental,Europe
WH5059,48.135,6.514,Pacifastacus leniusculus,intercontinental,Europe
WH5060,48.147,7.189,Pacifastacus leniusculus,intercontinental,Europe
WH5061,48.152,5.818,Pacifastacus leniusculus,intercontinental,Europe
WH5062,48.17,0.798,Pacifastacus leniusculus,intercontinental,Europe
WH5063,48.198,-1.075,Pacifastacus leniusculus,intercontinental,Europe
WH5064,48.209,-0.256,Pacifastacus leniusculus,intercontinental,Europe
WH5065,48.217,6.926,Pacifastacus leniusculus,intercontinental,Europe
WH5066,48.217,6.939,Pacifastacus leniusculus,intercontinental,Europe
WH5067,48.221,0.779,Pacifastacus leniusculus,intercontinental,Europe
WH5068,48.246,2.4,Pacifastacus leniusculus,intercontinental,Europe
WH5069,48.248,-0.071,Pacifastacus leniusculus,intercontinental,Europe
WH5070,48.27,-2.485,Pacifastacus leniusculus,intercontinental,Europe
WH5071,48.27,6.977,Pacifastacus leniusculus,intercontinental,Europe
WH5072,48.272,-0.204,Pacifastacus leniusculus,intercontinental,Europe
WH5073,48.277,2.997,Pacifastacus leniusculus,intercontinental,Europe
WH5074,48.277,4.609,Pacifastacus leniusculus,intercontinental,Europe
WH5075,48.279,0.438,Pacifastacus leniusculus,intercontinental,Europe
WH5076,48.282,1.093,Pacifastacus leniusculus,intercontinental,Europe
WH5077,48.284,0.374,Pacifastacus leniusculus,intercontinental,Europe
WH5078,48.285,-0.38,Pacifastacus leniusculus,intercontinental,Europe
WH5079,48.289,-0.119,Pacifastacus leniusculus,intercontinental,Europe
WH5085,43.16,2.308,Pacifastacus leniusculus,intercontinental,Europe
WH5086,43.183,-0.209,Pacifastacus leniusculus,intercontinental,Europe
WH5087,43.187,1.6,Pacifastacus leniusculus,intercontinental,Europe
WH5088,43.212,-0.596,Pacifastacus leniusculus,intercontinental,Europe
WH5089,43.216,-0.633,Pacifastacus leniusculus,intercontinental,Europe
WH5090,43.25,0.348,Pacifastacus leniusculus,intercontinental,Europe
WH5091,43.282,2.391,Pacifastacus leniusculus,intercontinental,Europe
WH5092,43.283,-0.43,Pacifastacus leniusculus,intercontinental,Europe
WH5093,43.291,0.353,Pacifastacus leniusculus,intercontinental,Europe
WH5094,43.346,2.378,Pacifastacus leniusculus,intercontinental,Europe
WH5095,43.357,2.063,Pacifastacus leniusculus,intercontinental,Europe
WH5096,43.37,2.378,Pacifastacus leniusculus,intercontinental,Europe
WH5097,43.374,2.184,Pacifastacus leniusculus,intercontinental,Europe
WH5098,43.402,-0.505,Pacifastacus leniusculus,intercontinental,Europe
WH5099,43.429,2.093,Pacifastacus leniusculus,intercontinental,Europe
WH5100,43.43,1.956,Pacifastacus leniusculus,intercontinental,Europe
WH5101,43.432,1.918,Pacifastacus leniusculus,intercontinental,Europe
WH5102,43.432,2.399,Pacifastacus leniusculus,intercontinental,Europe
WH5103,43.433,2.026,Pacifastacus leniusculus,intercontinental,Europe
WH5104,43.436,-1.556,Pacifastacus leniusculus,intercontinental,Europe
WH5105,43.437,2.028,Pacifastacus leniusculus,intercontinental,Europe
WH5106,43.45,2.067,Pacifastacus leniusculus,intercontinental,Europe
WH5107,43.47,5.958,Pacifastacus leniusculus,intercontinental,Europe
WH5108,43.478,2.147,Pacifastacus leniusculus,intercontinental,Europe
WH5109,43.48,2.146,Pacifastacus leniusculus,intercontinental,Europe
WH5110,43.483,1.977,Pacifastacus leniusculus,intercontinental,Europe
WH5111,43.483,2.483,Pacifastacus leniusculus,intercontinental,Europe
WH5112,43.485,2.209,Pacifastacus leniusculus,intercontinental,Europe
WH5113,43.487,2.467,Pacifastacus leniusculus,intercontinental,Europe
WH5114,43.49,2.206,Pacifastacus leniusculus,intercontinental,Europe
WH5115,43.494,2.317,Pacifastacus leniusculus,intercontinental,Europe
WH5116,43.497,2.792,Pacifastacus leniusculus,intercontinental,Europe
WH5117,43.502,2.4,Pacifastacus leniusculus,intercontinental,Europe
WH5118,43.511,6.235,Pacifastacus leniusculus,intercontinental,Europe
WH5119,43.513,2.558,Pacifastacus leniusculus,intercontinental,Europe
WH5120,43.515,5.877,Pacifastacus leniusculus,intercontinental,Europe
WH5121,43.522,-0.182,Pacifastacus leniusculus,intercontinental,Europe
WH5122,43.53,2.634,Pacifastacus leniusculus,intercontinental,Europe
WH5123,43.537,2.677,Pacifastacus leniusculus,intercontinental,Europe
WH5124,43.539,2.905,Pacifastacus leniusculus,intercontinental,Europe
WH5125,43.54,1.804,Pacifastacus leniusculus,intercontinental,Europe
WH5126,43.546,2.764,Pacifastacus leniusculus,intercontinental,Europe
WH5127,43.551,6.063,Pacifastacus leniusculus,intercontinental,Europe
WH5128,43.552,5.988,Pacifastacus leniusculus,intercontinental,Europe
WH5129,43.56,0.575,Pacifastacus leniusculus,intercontinental,Europe
WH5130,43.561,2.401,Pacifastacus leniusculus,intercontinental,Europe
WH5131,43.562,-0.248,Pacifastacus leniusculus,intercontinental,Europe
WH5132,43.562,6.229,Pacifastacus leniusculus,intercontinental,Europe
WH5133,43.565,6.285,Pacifastacus leniusculus,intercontinental,Europe
WH5134,43.566,-0.302,Pacifastacus leniusculus,intercontinental,Europe
WH5135,43.588,2.385,Pacifastacus leniusculus,intercontinental,Europe
WH5136,43.589,2.524,Pacifastacus leniusculus,intercontinental,Europe
WH5137,43.595,2.563,Pacifastacus leniusculus,intercontinental,Europe
WH5138,43.596,0.591,Pacifastacus leniusculus,intercontinental,Europe
WH5139,43.599,2.107,Pacifastacus leniusculus,intercontinental,Europe
WH5140,43.601,2.579,Pacifastacus leniusculus,intercontinental,Europe
WH5141,43.603,2.471,Pacifastacus leniusculus,intercontinental,Europe
WH5142,43.606,2.43,Pacifastacus leniusculus,intercontinental,Europe
WH5143,43.606,2.699,Pacifastacus leniusculus,intercontinental,Europe
WH5144,43.608,4.004,Pacifastacus leniusculus,intercontinental,Europe
WH5145,43.609,0.895,Pacifastacus leniusculus,intercontinental,Europe
WH5146,43.613,2.563,Pacifastacus leniusculus,intercontinental,Europe
WH5147,43.614,5.307,Pacifastacus leniusculus,intercontinental,Europe
WH5148,43.617,2.34,Pacifastacus leniusculus,intercontinental,Europe
WH5149,43.622,2.579,Pacifastacus leniusculus,intercontinental,Europe
WH5150,43.633,2.483,Pacifastacus leniusculus,intercontinental,Europe
WH5151,43.633,5.656,Pacifastacus leniusculus,intercontinental,Europe
WH5152,43.64,2.478,Pacifastacus leniusculus,intercontinental,Europe
WH5153,43.644,2.51,Pacifastacus leniusculus,intercontinental,Europe
WH5154,43.648,2.58,Pacifastacus leniusculus,intercontinental,Europe
WH5155,43.66,2.445,Pacifastacus leniusculus,intercontinental,Europe
WH5156,43.674,2.528,Pacifastacus leniusculus,intercontinental,Europe
WH5157,43.678,1.332,Pacifastacus leniusculus,intercontinental,Europe
WH5158,43.678,2.405,Pacifastacus leniusculus,intercontinental,Europe
WH5159,43.679,2.416,Pacifastacus leniusculus,intercontinental,Europe
WH5160,43.69,2.403,Pacifastacus leniusculus,intercontinental,Europe
WH5161,43.693,2.534,Pacifastacus leniusculus,intercontinental,Europe
WH5162,43.699,2.341,Pacifastacus leniusculus,intercontinental,Europe
WH5163,43.702,2.456,Pacifastacus leniusculus,intercontinental,Europe
WH5164,43.702,2.765,Pacifastacus leniusculus,intercontinental,Europe
WH5165,43.704,2.783,Pacifastacus leniusculus,intercontinental,Europe
WH5166,43.704,6.503,Pacifastacus leniusculus,intercontinental,Europe
WH5167,43.705,2.346,Pacifastacus leniusculus,intercontinental,Europe
WH5168,43.712,2.419,Pacifastacus leniusculus,intercontinental,Europe
WH5169,43.732,2.534,Pacifastacus leniusculus,intercontinental,Europe
WH5170,43.733,2.39,Pacifastacus leniusculus,intercontinental,Europe
WH5171,43.74,3.286,Pacifastacus leniusculus,intercontinental,Europe
WH5172,43.742,2.36,Pacifastacus leniusculus,intercontinental,Europe
WH5173,43.745,2.53,Pacifastacus leniusculus,intercontinental,Europe
WH5174,43.75,2.326,Pacifastacus leniusculus,intercontinental,Europe
WH5175,43.75,2.413,Pacifastacus leniusculus,intercontinental,Europe
WH5176,43.751,2.348,Pacifastacus leniusculus,intercontinental,Europe
WH5177,43.752,2.318,Pacifastacus leniusculus,intercontinental,Europe
WH5178,43.752,2.418,Pacifastacus leniusculus,intercontinental,Europe
WH5179,43.757,2.366,Pacifastacus leniusculus,intercontinental,Europe
WH5180,43.759,2.419,Pacifastacus leniusculus,intercontinental,Europe
WH5181,43.76,2.313,Pacifastacus leniusculus,intercontinental,Europe
WH5182,43.766,2.317,Pacifastacus leniusculus,intercontinental,Europe
WH5183,43.766,2.439,Pacifastacus leniusculus,intercontinental,Europe
WH5184,43.767,2.174,Pacifastacus leniusculus,intercontinental,Europe
WH5185,43.771,3.35,Pacifastacus leniusculus,intercontinental,Europe
WH5186,43.776,5.976,Pacifastacus leniusculus,intercontinental,Europe
WH5187,43.777,5.984,Pacifastacus leniusculus,intercontinental,Europe
WH5188,43.778,2.365,Pacifastacus leniusculus,intercontinental,Europe
WH5189,43.778,2.51,Pacifastacus leniusculus,intercontinental,Europe
WH5190,43.782,2.504,Pacifastacus leniusculus,intercontinental,Europe
WH5191,43.783,2.54,Pacifastacus leniusculus,intercontinental,Europe
WH5192,43.784,2.386,Pacifastacus leniusculus,intercontinental,Europe
WH5194,43.788,2.125,Pacifastacus leniusculus,intercontinental,Europe
WH5195,43.788,6.004,Pacifastacus leniusculus,intercontinental,Europe
WH5196,43.788,6.596,Pacifastacus leniusculus,intercontinental,Europe
WH5197,43.79,2.406,Pacifastacus leniusculus,intercontinental,Europe
WH5198,43.791,2.5,Pacifastacus leniusculus,intercontinental,Europe
WH5199,43.794,2.94,Pacifastacus leniusculus,intercontinental,Europe
WH5200,43.795,2.53,Pacifastacus leniusculus,intercontinental,Europe
WH5201,43.808,6.595,Pacifastacus leniusculus,intercontinental,Europe
WH5202,43.815,0.913,Pacifastacus leniusculus,intercontinental,Europe
WH5203,43.82,2.439,Pacifastacus leniusculus,intercontinental,Europe
WH5204,43.821,2.451,Pacifastacus leniusculus,intercontinental,Europe
WH5205,43.822,5.375,Pacifastacus leniusculus,intercontinental,Europe
WH5206,43.824,2.45,Pacifastacus leniusculus,intercontinental,Europe
WH5207,43.834,2.424,Pacifastacus leniusculus,intercontinental,Europe
WH5208,43.844,3.705,Pacifastacus leniusculus,intercontinental,Europe
WH5209,43.857,2.424,Pacifastacus leniusculus,intercontinental,Europe
WH5210,43.859,2.468,Pacifastacus leniusculus,intercontinental,Europe
WH5211,43.865,3.077,Pacifastacus leniusculus,intercontinental,Europe
WH5212,43.866,2.482,Pacifastacus leniusculus,intercontinental,Europe
WH5213,43.869,3.034,Pacifastacus leniusculus,intercontinental,Europe
WH5214,43.873,2.446,Pacifastacus leniusculus,intercontinental,Europe
WH5215,43.874,2.535,Pacifastacus leniusculus,intercontinental,Europe
WH5216,43.879,2.99,Pacifastacus leniusculus,intercontinental,Europe
WH5217,43.883,2.966,Pacifastacus leniusculus,intercontinental,Europe
WH5218,43.883,3.147,Pacifastacus leniusculus,intercontinental,Europe
WH5219,43.885,2.963,Pacifastacus leniusculus,intercontinental,Europe
WH5220,43.889,3.172,Pacifastacus leniusculus,intercontinental,Europe
WH5221,43.89,3.115,Pacifastacus leniusculus,intercontinental,Europe
WH5222,43.892,3.174,Pacifastacus leniusculus,intercontinental,Europe
WH5223,43.893,3.611,Pacifastacus leniusculus,intercontinental,Europe
WH5224,43.894,2.943,Pacifastacus leniusculus,intercontinental,Europe
WH5225,43.896,2.947,Pacifastacus leniusculus,intercontinental,Europe
WH5226,43.905,2.494,Pacifastacus leniusculus,intercontinental,Europe
WH5227,43.922,5.131,Pacifastacus leniusculus,intercontinental,Europe
WH5228,43.926,2.544,Pacifastacus leniusculus,intercontinental,Europe
WH5229,43.926,3.051,Pacifastacus leniusculus,intercontinental,Europe
WH5232,43.93,3.664,Pacifastacus leniusculus,intercontinental,Europe
WH5233,43.932,2.419,Pacifastacus leniusculus,intercontinental,Europe
WH5234,43.952,2.924,Pacifastacus leniusculus,intercontinental,Europe
WH5235,43.953,2.569,Pacifastacus leniusculus,intercontinental,Europe
WH5236,43.953,2.838,Pacifastacus leniusculus,intercontinental,Europe
WH5237,43.955,2.953,Pacifastacus leniusculus,intercontinental,Europe
WH5238,43.961,2.893,Pacifastacus leniusculus,intercontinental,Europe
WH5239,43.981,2.523,Pacifastacus leniusculus,intercontinental,Europe
WH5240,43.985,2.701,Pacifastacus leniusculus,intercontinental,Europe
WH5241,43.987,1.895,Pacifastacus leniusculus,intercontinental,Europe
WH5242,43.99,3.575,Pacifastacus leniusculus,intercontinental,Europe
WH5243,43.992,3.613,Pacifastacus leniusculus,intercontinental,Europe
WH5244,43.996,3.676,Pacifastacus leniusculus,intercontinental,Europe
WH5245,43.999,3.05,Pacifastacus leniusculus,intercontinental,Europe
WH5246,44.001,2.563,Pacifastacus leniusculus,intercontinental,Europe
WH5247,44.002,2.579,Pacifastacus leniusculus,intercontinental,Europe
WH5248,44.009,2.608,Pacifastacus leniusculus,intercontinental,Europe
WH5249,44.012,2.59,Pacifastacus leniusculus,intercontinental,Europe
WH5250,44.012,2.966,Pacifastacus leniusculus,intercontinental,Europe
WH5251,44.026,3.77,Pacifastacus leniusculus,intercontinental,Europe
WH5252,44.027,2.717,Pacifastacus leniusculus,intercontinental,Europe
WH5253,44.029,1.779,Pacifastacus leniusculus,intercontinental,Europe
WH5254,44.031,2.365,Pacifastacus leniusculus,intercontinental,Europe
WH5255,44.033,2.302,Pacifastacus leniusculus,intercontinental,Europe
WH5256,44.033,2.967,Pacifastacus leniusculus,intercontinental,Europe
WH5257,44.035,3.35,Pacifastacus leniusculus,intercontinental,Europe
WH5258,44.037,2.541,Pacifastacus leniusculus,intercontinental,Europe
WH5259,44.037,2.964,Pacifastacus leniusculus,intercontinental,Europe
WH5260,44.038,2.331,Pacifastacus leniusculus,intercontinental,Europe
WH5261,44.039,3.995,Pacifastacus leniusculus,intercontinental,Europe
WH5262,44.043,2.308,Pacifastacus leniusculus,intercontinental,Europe
WH5263,44.05,2.754,Pacifastacus leniusculus,intercontinental,Europe
WH5264,44.053,2.313,Pacifastacus leniusculus,intercontinental,Europe
WH5265,44.059,2.87,Pacifastacus leniusculus,intercontinental,Europe
WH5266,44.06,2.988,Pacifastacus leniusculus,intercontinental,Europe
WH5267,44.063,2.714,Pacifastacus leniusculus,intercontinental,Europe
WH5268,44.07,2.923,Pacifastacus leniusculus,intercontinental,Europe
WH5269,44.072,2.753,Pacifastacus leniusculus,intercontinental,Europe
WH5270,44.073,2.81,Pacifastacus leniusculus,intercontinental,Europe
WH5271,44.073,2.91,Pacifastacus leniusculus,intercontinental,Europe
WH5272,44.074,3.94,Pacifastacus leniusculus,intercontinental,Europe
WH5273,44.075,2.773,Pacifastacus leniusculus,intercontinental,Europe
WH5274,44.077,3.048,Pacifastacus leniusculus,intercontinental,Europe
WH5275,44.078,4.108,Pacifastacus leniusculus,intercontinental,Europe
WH5276,44.079,2.919,Pacifastacus leniusculus,intercontinental,Europe
WH5277,44.084,3.063,Pacifastacus leniusculus,intercontinental,Europe
WH5278,44.085,2.709,Pacifastacus leniusculus,intercontinental,Europe
WH5279,44.087,2.916,Pacifastacus leniusculus,intercontinental,Europe
